Orthogroup	C. briggsae (AF16)	C. nigoni (JU1421)	C. elegans (N2)
OG0003635	CBR00669	CNI00970	WBGene00021840
OG0003636	"CBR00677, CBR21176"	CNI00977	WBGene00021843
OG0003637	"CBR00684, CBR21183"	CNI00983	WBGene00022123
OG0003638	"CBR00687, CBR21186"	CNI00986	WBGene00000626
OG0003639	CBR00705	CNI01006	WBGene00001404
OG0003640	CBR00732	CNI01037	"WBGene00009462, WBGene00013957"
OG0003641	CBR00742	CNI01045	WBGene00003183
OG0003642	CBR00745	CNI01049	WBGene00009921
OG0003643	CBR00769	CNI01078	WBGene00016333
OG0003644	CBR00776	CNI01085	WBGene00006773
OG0003645	CBR00791	CNI01099	WBGene00015030
OG0003646	CBR00795	"CNI01103, CNI01104"	WBGene00015028
OG0003647	CBR00799	CNI01108	"WBGene00007190, WBGene00020070"
OG0003648	CBR00803	CNI01112	WBGene00018006
OG0003649	"CBR00815, CBR00817"	CNI01124	
OG0003650	CBR00834	CNI01140	WBGene00017733
OG0003651	CBR00842	CNI01148	WBGene00021473
OG0003652	CBR00844	CNI01150	WBGene00021464
OG0003653	CBR00886	CNI01186	WBGene00020404
OG0003654	CBR00927	CNI01227	WBGene00000020
OG0003655	CBR00941	CNI01242	WBGene00021469
OG0003656	CBR00942	CNI01243	WBGene00000408
OG0003657	CBR00943	CNI01246	"WBGene00004084, WBGene00014085"
OG0003658	CBR00951	CNI01256	WBGene00021114
OG0003659	CBR00957	CNI01263	WBGene00009939
OG0003660	CBR00959	CNI01265	"WBGene00003396, WBGene00013643"
OG0003661	CBR00983	CNI01292	WBGene00003397
OG0003662	CBR00985	CNI01294	WBGene00011944
OG0003663	CBR00988	CNI01297	WBGene00012627
OG0003664	CBR00995	CNI01304	WBGene00001582
OG0003665	CBR00999	CNI01309	WBGene00006352
OG0003666	CBR01000	CNI01310	WBGene00009157
OG0003667	CBR01002	CNI01313	WBGene00009160
OG0003668	CBR01014	CNI01325	WBGene00008667
OG0003669	CBR01032	CNI01343	"WBGene00003992, WBGene00003994"
OG0003670	CBR01036	CNI01348	WBGene00003800
OG0003671	CBR01044	CNI01356	WBGene00002027
OG0003672	CBR01078	CNI01389	WBGene00003904
OG0003673	CBR01115	CNI01430	"WBGene00007788, WBGene00007789"
OG0003674	CBR01130	CNI01448	WBGene00010366
OG0003675	CBR01131	CNI01449	WBGene00011260
OG0003676	CBR01170	CNI01489	WBGene00008400
OG0003677	CBR01216	CNI01533	WBGene00022634
OG0003678	CBR01237	CNI01556	"WBGene00016731, WBGene00016732"
OG0003679	CBR01257	CNI01583	WBGene00003221
OG0003680	CBR01282	CNI01608	WBGene00002075
OG0003681	CBR01285	CNI01611	WBGene00017671
OG0003682	CBR01293	CNI01620	WBGene00001860
OG0003683	CBR01298	CNI01624	WBGene00009050
OG0003684	CBR01309	CNI01636	WBGene00010740
OG0003685	CBR01312	CNI01639	WBGene00010642
OG0003686	CBR01319	CNI01646	WBGene00001949
OG0003687	CBR01329	CNI01657	WBGene00003622
OG0003688	CBR01330	CNI01658	WBGene00007256
OG0003689	CBR01336	CNI01663	WBGene00006753
OG0003690	CBR01339	CNI01666	"WBGene00011063, WBGene00021898"
OG0003691	CBR01347	CNI01673	WBGene00011066
OG0003692	CBR01386	CNI01710	WBGene00008542
OG0003693	CBR01408	CNI01731	WBGene00008421
OG0003694	CBR01421	CNI01744	WBGene00001832
OG0003695	CBR01427	CNI01750	WBGene00016836
OG0003696	CBR01447	CNI01774	WBGene00004217
OG0003697	CBR01471	CNI01800	"WBGene00003230, WBGene00003231"
OG0003698	CBR01472	CNI01801	"WBGene00004333, WBGene00044543"
OG0003699	CBR01487	CNI01817	WBGene00003072
OG0003700	CBR01496	CNI01826	"WBGene00017089, WBGene00044697, WBGene00077701"
OG0003701	CBR01547	CNI01872	WBGene00016603
OG0003702	CBR01555	CNI01881	WBGene00000045
OG0003703	CBR01568	CNI01901	"WBGene00016461, WBGene00018119"
OG0003704	CBR01574	CNI01906	WBGene00013703
OG0003705	CBR01581	CNI01913	WBGene00000426
OG0003706	CBR01587	CNI01918	"WBGene00018122, WBGene00018870, WBGene00020071"
OG0003707	CBR01600	CNI01931	"WBGene00007047, WBGene00011992"
OG0003708	CBR01630	CNI01962	"WBGene00003902, WBGene00009509"
OG0003709	CBR01638	CNI01971	"WBGene00013723, WBGene00077685"
OG0003710	CBR01643	CNI01976	WBGene00009507
OG0003711	CBR01685	CNI02020	WBGene00011908
OG0003712	CBR01736	CNI02072	WBGene00009478
OG0003713	CBR01742	CNI02079	"WBGene00009342, WBGene00009343"
OG0003714	CBR01749	CNI02087	WBGene00001568
OG0003715	CBR01759	CNI02099	WBGene00011629
OG0003716	CBR01761	CNI02101	WBGene00006765
OG0003717	CBR01766	CNI02105	WBGene00001483
OG0003718	"CBR01771, CBR16815"	CNI02112	
OG0003719	CBR01831	"CNI02175, CNI02177"	WBGene00001491
OG0003720	CBR01895	CNI02247	WBGene00010497
OG0003721	CBR01899	CNI02252	WBGene00008386
OG0003722	CBR01934	CNI02294	WBGene00020346
OG0003723	CBR01992	CNI02351	"WBGene00019433, WBGene00020419"
OG0003724	CBR01996	CNI02355	WBGene00019429
OG0003725	CBR01999	CNI02358	WBGene00019434
OG0003726	CBR02007	CNI02364	WBGene00018582
OG0003727	CBR02010	CNI02368	WBGene00002783
OG0003728	CBR02015	CNI02374	WBGene00006607
OG0003729	CBR02018	CNI02377	WBGene00019005
OG0003730	CBR02062	CNI02418	"WBGene00009687, WBGene00010000"
OG0003731	CBR02079	CNI02437	WBGene00008533
OG0003732	CBR02097	CNI02458	
OG0003733	CBR02113	CNI02475	WBGene00017098
OG0003734	CBR02114	CNI02476	WBGene00016494
OG0003735	CBR02127	CNI02488	WBGene00015236
OG0003736	CBR02136	CNI02495	"WBGene00016388, WBGene00018004"
OG0003737	CBR02154	"CNI02518, CNI02519"	WBGene00016396
OG0003738	CBR02165	CNI02528	WBGene00002191
OG0003739	CBR02206	CNI02601	WBGene00000493
OG0003740	CBR02207	CNI02606	"WBGene00001598, WBGene00001599, WBGene00001600"
OG0003741	CBR02211	CNI02610	"WBGene00016085, WBGene00017736"
OG0003742	CBR02219	CNI02622	WBGene00020378
OG0003743	CBR02221	CNI02623	WBGene00020382
OG0003744	CBR02239	CNI02645	WBGene00305131
OG0003745	CBR02243	CNI02654	WBGene00003878
OG0003746	CBR02244	CNI02655	WBGene00020838
OG0003747	CBR02276	CNI02700	WBGene00016159
OG0003748	CBR02317	"CNI02801, CNI02813"	"WBGene00016460, WBGene00018118"
OG0003749	CBR02350	CNI02854	
OG0003750	CBR02387	CNI02913	WBGene00006382
OG0003751	CBR02408	CNI02933	WBGene00012389
OG0003752	CBR02472	"CNI03074, CNI03075"	
OG0003753	CBR02519	CNI03142	"WBGene00014813, WBGene00020289"
OG0003754	CBR02528	CNI03145	"WBGene00012937, WBGene00020905, WBGene00022621"
OG0003755	CBR02584	CNI03262	
OG0003756	CBR02608	CNI03292	"WBGene00006565, WBGene00013507"
OG0003757	CBR02629	CNI03347	WBGene00008191
OG0003758	CBR02636	CNI03358	WBGene00008610
OG0003759	"CBR02656, CBR14683"	CNI19312	WBGene00010472
OG0003760	CBR02703	CNI03535	
OG0003761	CBR02712	CNI03563	
OG0003762	CBR02718	"CNI03570, CNI03572"	
OG0003763	"CBR02747, CBR02749, CBR02857"	CNI03788	WBGene00012738
OG0003764	CBR02764	CNI03634	WBGene00007601
OG0003765	CBR02771	CNI03664	WBGene00004063
OG0003766	CBR02780	CNI03653	WBGene00004231
OG0003767	"CBR02791, CBR21091"		
OG0003768	CBR02804	CNI03675	WBGene00012317
OG0003769	CBR02814	"CNI03684, CNI03687"	WBGene00011788
OG0003770	CBR02818	CNI03691	WBGene00001746
OG0003771	CBR02846	CNI03770	WBGene00013125
OG0003772	CBR02849	CNI03777	"WBGene00009605, WBGene00015106"
OG0003773	CBR02867	CNI03799	WBGene00013593
OG0003774	CBR02873	CNI03813	WBGene00013594
OG0003775	CBR02876	CNI03816	WBGene00006709
OG0003776	CBR02879	"CNI03819, CNI16485"	WBGene00000891
OG0003777	CBR02909	CNI03851	WBGene00009492
OG0003778	CBR02939	CNI03894	WBGene00009368
OG0003779	CBR02941	CNI03896	"WBGene00017387, WBGene00022006, WBGene00022007"
OG0003780	CBR02954	CNI03909	"WBGene00011132, WBGene00021175"
OG0003781	CBR02964	"CNI03889, CNI03917"	WBGene00013598
OG0003782	CBR03020	CNI03975	WBGene00011581
OG0003783	CBR03034	CNI03988	WBGene00012209
OG0003784	CBR03035	CNI03989	WBGene00012216
OG0003785	CBR03048	CNI04011	WBGene00001510
OG0003786	CBR03099	CNI04067	"WBGene00006429, WBGene00012464"
OG0003787	CBR03137	CNI04107	WBGene00010765
OG0003788	CBR03172	CNI04161	"WBGene00012323, WBGene00012324"
OG0003789	CBR03175	CNI04158	WBGene00011965
OG0003790	CBR03205	CNI04194	WBGene00009365
OG0003791	CBR03236	CNI04233	WBGene00014171
OG0003792	CBR03249	"CNI04247, CNI27225"	
OG0003793	CBR03254	CNI04248	WBGene00010013
OG0003794	CBR03261	CNI04268	WBGene00011335
OG0003795	CBR03289	CNI04303	WBGene00003154
OG0003796	CBR03307	CNI04325	WBGene00019485
OG0003797	CBR03322	CNI04346	"WBGene00017945, WBGene00021798"
OG0003798	CBR03330	CNI04362	
OG0003799	CBR03338	CNI04384	"WBGene00009321, WBGene00015820"
OG0003800	CBR03344	CNI04390	WBGene00015296
OG0003801	CBR03346	CNI04392	WBGene00015298
OG0003802	CBR03356	CNI04400	WBGene00019219
OG0003803	CBR03357	"CNI04401, CNI04402"	WBGene00019220
OG0003804	CBR03364	CNI04427	WBGene00003825
OG0003805	CBR03395	CNI04477	WBGene00018050
OG0003806	CBR03404	CNI04502	WBGene00005060
OG0003807	CBR03406	CNI04505	WBGene00000928
OG0003808	CBR03407	CNI04506	WBGene00006868
OG0003809	CBR03410	CNI04510	WBGene00018045
OG0003810	CBR03438	CNI04548	WBGene00014166
OG0003811	CBR03443	CNI04552	WBGene00010942
OG0003812	CBR03490	CNI04612	WBGene00011507
OG0003813	CBR03491	CNI04613	WBGene00000151
OG0003814	CBR03493	CNI04615	WBGene00011509
OG0003815	CBR03516	CNI04637	WBGene00010503
OG0003816	CBR03542	CNI04685	WBGene00002066
OG0003817	CBR03599	CNI04771	WBGene00009904
OG0003818	CBR03607	CNI04789	"WBGene00008801, WBGene00008804"
OG0003819	CBR03609	CNI04792	WBGene00001230
OG0003820	CBR03610	CNI04793	WBGene00001358
OG0003821	CBR03619	"CNI04796, CNI04817"	WBGene00010880
OG0003822	CBR03657	CNI04866	WBGene00004416
OG0003823	CBR03691	CNI04924	
OG0003824	CBR03692	CNI04925	WBGene00006875
OG0003825	CBR03697	"CNI04931, CNI23045"	WBGene00008431
OG0003826	CBR03703	CNI04965	WBGene00008430
OG0003827	CBR03708	CNI04972	"WBGene00000432, WBGene00013583"
OG0003828	CBR03710	CNI04974	WBGene00007917
OG0003829	CBR03729	CNI04993	WBGene00003220
OG0003830	CBR03739	CNI05011	WBGene00000059
OG0003831	CBR03814	CNI05096	WBGene00021676
OG0003832	CBR03827	CNI05107	"WBGene00006817, WBGene00007277"
OG0003833	CBR03841	CNI05130	WBGene00016960
OG0003834	CBR03848	CNI05138	WBGene00016964
OG0003835	CBR03878	CNI05169	WBGene00020500
OG0003836	CBR03893	CNI05182	WBGene00001424
OG0003837	CBR03962	CNI05247	"WBGene00009048, WBGene00022856"
OG0003838	CBR03974	CNI05259	WBGene00017347
OG0003839	CBR03978	CNI05263	"WBGene00017352, WBGene00020320"
OG0003840	CBR03983	CNI05272	WBGene00016174
OG0003841	CBR03985	CNI05274	WBGene00001129
OG0003842	CBR03987	CNI05275	WBGene00017124
OG0003843	CBR03989	CNI05277	WBGene00003966
OG0003844	CBR03990	CNI05278	WBGene00001594
OG0003845	CBR03991	CNI05279	WBGene00017125
OG0003846	CBR03992	"CNI05280, CNI06294"	WBGene00017123
OG0003847	CBR04016	CNI05307	WBGene00017967
OG0003848	CBR04034	CNI05325	"WBGene00003620, WBGene00021617"
OG0003849	CBR04036	CNI05327	WBGene00001812
OG0003850	CBR04040	CNI05331	WBGene00018395
OG0003851	CBR04043	CNI05334	WBGene00015569
OG0003852	CBR04073	CNI05367	"WBGene00003730, WBGene00003734"
OG0003853	CBR04076	CNI05370	WBGene00003012
OG0003854	CBR04077	CNI05371	WBGene00003044
OG0003855	CBR04080	CNI05375	WBGene00017548
OG0003856	CBR04090	CNI05383	WBGene00019939
OG0003857	CBR04091	CNI05384	WBGene00019940
OG0003858	CBR04133	CNI05424	"WBGene00004823, WBGene00018935"
OG0003859	CBR04221	CNI05508	"WBGene00008740, WBGene00011886"
OG0003860	CBR04265	CNI05557	WBGene00004397
OG0003861	CBR04293	CNI05593	"WBGene00009663, WBGene00219378"
OG0003862	CBR04294	CNI05594	WBGene00009657
OG0003863	CBR04296	CNI05595	WBGene00001016
OG0003864	CBR04322	CNI05624	"WBGene00014045, WBGene00014046"
OG0003865	CBR04351	CNI05657	
OG0003866	CBR04398	CNI05714	WBGene00002297
OG0003867	CBR04498	CNI05811	WBGene00006444
OG0003868	CBR04521	CNI05840	"WBGene00012207, WBGene00235326"
OG0003869	CBR04528	CNI05847	WBGene00003868
OG0003870	CBR04556	CNI05873	"WBGene00008546, WBGene00009035"
OG0003871	CBR04574	CNI05893	WBGene00008139
OG0003872	CBR04596	CNI05914	WBGene00001998
OG0003873	CBR04612	CNI05932	"WBGene00009643, WBGene00009705, WBGene00013590"
OG0003874	CBR04619	CNI05940	WBGene00009245
OG0003875	CBR04622	CNI05942	
OG0003876	CBR04623	CNI05943	WBGene00009246
OG0003877	CBR04626	CNI05946	WBGene00009248
OG0003878	CBR04630	CNI05950	WBGene00009311
OG0003879	CBR04656	CNI05976	WBGene00014152
OG0003880	CBR04662	CNI05982	WBGene00011662
OG0003881	CBR04664	CNI05984	WBGene00007417
OG0003882	CBR04693	CNI06016	
OG0003883	CBR04704	CNI06031	"WBGene00013085, WBGene00017559"
OG0003884	CBR04707	CNI06034	WBGene00007050
OG0003885	CBR04750	CNI06073	WBGene00019605
OG0003886	CBR04774	CNI06099	WBGene00017442
OG0003887	CBR04779	CNI06105	WBGene00017443
OG0003888	CBR04873	CNI06208	WBGene00019406
OG0003889	CBR04891	CNI06232	"WBGene00016112, WBGene00016123"
OG0003890	CBR04934	CNI06275	
OG0003891	"CBR04940, CBR04942"	CNI06281	
OG0003892	"CBR04941, CBR04943"	CNI06283	
OG0003893	CBR04947	CNI06288	WBGene00022673
OG0003894	CBR04948	"CNI06289, CNI06293"	WBGene00022672
OG0003895	CBR04953	CNI06301	WBGene00017396
OG0003896	CBR04971	CNI06318	"WBGene00017219, WBGene00017220"
OG0003897	CBR04978	CNI06326	WBGene00017139
OG0003898	CBR04979	CNI06327	WBGene00003393
OG0003899	CBR04994	CNI06341	WBGene00017289
OG0003900	CBR04995	CNI06342	WBGene00005226
OG0003901	CBR04996	CNI06343	WBGene00017285
OG0003902	CBR04997	CNI06344	WBGene00017286
OG0003903	CBR05018	CNI06361	WBGene00016415
OG0003904	CBR05023	CNI06367	"WBGene00005066, WBGene00005068"
OG0003905	CBR05036	CNI06381	WBGene00003402
OG0003906	CBR05057	CNI06404	WBGene00044666
OG0003907	CBR05077	CNI06437	WBGene00006997
OG0003908	CBR05114	CNI06479	WBGene00050941
OG0003909	CBR05134	CNI06499	"WBGene00016849, WBGene00018269"
OG0003910	CBR05137	CNI06502	
OG0003911	CBR05165	CNI06533	WBGene00012984
OG0003912	CBR05173	CNI06541	"WBGene00001760, WBGene00001762, WBGene00001764, WBGene00001765, WBGene00001766, WBGene00001767"
OG0003913	CBR05181	CNI06552	WBGene00013095
OG0003914	CBR05226	CNI06612	WBGene00010070
OG0003915	CBR05240	CNI06626	WBGene00013014
OG0003916	CBR05241	CNI06627	WBGene00012997
OG0003917	CBR05264	CNI06653	WBGene00012728
OG0003918	CBR05281	CNI06669	"WBGene00008500, WBGene00017783"
OG0003919	CBR05304	CNI06693	WBGene00013156
OG0003920	CBR05352	CNI06751	
OG0003921	CBR05355	CNI06754	WBGene00011045
OG0003922	CBR05429	CNI06843	
OG0003923	CBR05430	CNI06844	WBGene00013284
OG0003924	CBR05431	CNI06852	"WBGene00013285, WBGene00013286, WBGene00013287"
OG0003925	CBR05466	"CNI06846, CNI06888"	
OG0003926	CBR05506	CNI06944	WBGene00004210
OG0003927	"CBR05551, CBR05553"	"CNI16894, CNI27700"	
OG0003928	CBR05613	CNI07210	WBGene00017179
OG0003929	CBR05663	CNI07291	WBGene00021146
OG0003930	CBR05664	CNI07292	WBGene00021149
OG0003931	CBR05666	CNI07294	WBGene00000162
OG0003932	CBR05670	CNI07300	
OG0003933	CBR05739	CNI07392	"WBGene00005988, WBGene00005989"
OG0003934	CBR05753	CNI07412	
OG0003935	CBR05824	"CNI07534, CNI07535"	
OG0003936	CBR05827	CNI07540	WBGene00012907
OG0003937	CBR05832	CNI07543	
OG0003938	CBR05843	CNI07565	WBGene00012896
OG0003939	CBR05934	CNI07662	
OG0003940	CBR05950	"CNI07713, CNI07718"	
OG0003941	CBR06048	"CNI08022, CNI08024"	
OG0003942	CBR06077	CNI08095	
OG0003943	CBR06098	CNI08199	WBGene00020172
OG0003944	CBR06141	CNI08279	"WBGene00018815, WBGene00018816, WBGene00018820, WBGene00018821"
OG0003945	CBR06158	CNI08302	
OG0003946	CBR06180	CNI08328	
OG0003947	CBR06184	CNI08336	
OG0003948	CBR06237	CNI08391	"WBGene00019497, WBGene00021097"
OG0003949	CBR06261	CNI08421	WBGene00004188
OG0003950	CBR09295	CNI12306	WBGene00002005
OG0003951	CBR09304	"CNI12316, CNI28530"	"WBGene00008200, WBGene00013091"
OG0003952	CBR09363	CNI12394	
OG0003953	CBR09374	CNI12410	"WBGene00013999, WBGene00044362"
OG0003954	CBR09418	CNI12476	
OG0003955	CBR09433	CNI12495	"WBGene00013647, WBGene00019818"
OG0003956	CBR09457	CNI12515	WBGene00013111
OG0003957	CBR09465	CNI12526	WBGene00020286
OG0003958	CBR09469	CNI12530	WBGene00013103
OG0003959	CBR09491	"CNI12566, CNI12567"	WBGene00013531
OG0003960	CBR09493	CNI12569	WBGene00013530
OG0003961	CBR09500	CNI12582	WBGene00013517
OG0003962	CBR09507	CNI12588	WBGene00004035
OG0003963	CBR09508	CNI12589	WBGene00012747
OG0003964	CBR09514	CNI12595	"WBGene00012742, WBGene00012743"
OG0003965	CBR09519	CNI12605	WBGene00005101
OG0003966	CBR09577	CNI12729	WBGene00013337
OG0003967	CBR09611	CNI12761	"WBGene00013310, WBGene00014029, WBGene00014032"
OG0003968	CBR09652	CNI12823	WBGene00013296
OG0003969	CBR09656	CNI12827	WBGene00013295
OG0003970	CBR09697	CNI12897	
OG0003971	CBR09728	CNI12922	
OG0003972	CBR09729		
OG0003973	CBR09731	"CNI12925, CNI12928"	
OG0003974	CBR09738	CNI12936	WBGene00013416
OG0003975	CBR09760	CNI12972	WBGene00011020
OG0003976	CBR09784	CNI13003	WBGene00044989
OG0003977	CBR09801	CNI13051	WBGene00007197
OG0003978	CBR09834	CNI13085	WBGene00008123
OG0003979	CBR09836	CNI13087	WBGene00006580
OG0003980	CBR09842	"CNI13093, CNI13095"	"WBGene00007455, WBGene00012788"
OG0003981	CBR09899		
OG0003982	CBR09900	CNI13210	
OG0003983	CBR09954	CNI13292	WBGene00003889
OG0003984	CBR09957	CNI13301	WBGene00019778
OG0003985	CBR09961	CNI13306	"WBGene00000424, WBGene00004287"
OG0003986	CBR09990	CNI13346	WBGene00012432
OG0003987	CBR09996	CNI13350	WBGene00012428
OG0003988	CBR10027	CNI13381	WBGene00001444
OG0003989	CBR10033	CNI13385	
OG0003990	CBR10042	CNI13393	WBGene00003066
OG0003991	CBR10043	CNI13394	WBGene00013882
OG0003992	CBR10065	CNI13420	WBGene00008285
OG0003993	CBR10073	CNI13437	WBGene00008273
OG0003994	CBR10078	CNI13451	WBGene00008365
OG0003995	CBR10086	CNI18734	WBGene00007762
OG0003996	CBR10089	CNI18731	WBGene00005007
OG0003997	CBR10104	CNI18712	"WBGene00011856, WBGene00021805"
OG0003998	CBR10118	CNI13456	WBGene00007511
OG0003999	CBR10119	"CNI13457, CNI18705"	WBGene00000911
OG0004000	CBR10126	CNI13468	WBGene00010316
OG0004001	CBR10127	CNI13469	WBGene00010317
OG0004002	CBR10129	CNI13471	WBGene00002013
OG0004003	CBR10131	CNI13474	WBGene00000775
OG0004004	CBR10132	CNI13475	WBGene00009541
OG0004005	CBR10135	CNI13476	"WBGene00008476, WBGene00009542"
OG0004006	CBR10147	CNI13493	WBGene00001865
OG0004007	CBR10151	CNI13497	WBGene00005666
OG0004008	CBR10152	CNI13498	WBGene00005667
OG0004009	CBR10177	CNI13522	WBGene00007882
OG0004010	CBR10189	CNI13535	WBGene00010175
OG0004011	CBR10199	CNI13547	WBGene00009186
OG0004012	CBR10205	CNI13556	WBGene00001249
OG0004013	CBR10230	CNI13581	WBGene00005638
OG0004014	CBR10242	CNI13596	WBGene00021994
OG0004015	CBR10258	CNI13619	WBGene00006428
OG0004016	CBR10292	CNI13655	WBGene00001244
OG0004017	CBR10294	CNI13657	WBGene00022774
OG0004018	CBR10317	CNI13691	WBGene00001439
OG0004019	CBR10320	CNI13694	"WBGene00016543, WBGene00044124"
OG0004020	CBR10333	CNI13713	WBGene00005085
OG0004021	CBR10386	CNI13778	WBGene00019255
OG0004022	CBR10400	CNI13795	"WBGene00019515, WBGene00019516"
OG0004023	CBR10412	CNI13807	WBGene00015703
OG0004024	CBR10413	CNI13808	WBGene00015702
OG0004025	CBR10427	CNI13826	"WBGene00016755, WBGene00016758"
OG0004026	CBR10441	CNI13838	
OG0004027	CBR10462	CNI13864	
OG0004028	CBR10463	CNI13865	WBGene00022254
OG0004029	CBR10469	CNI13872	"WBGene00002032, WBGene00002033"
OG0004030	CBR10537	CNI13946	WBGene00015929
OG0004031	CBR10545	CNI13952	WBGene00015934
OG0004032	CBR10550	CNI13958	WBGene00003043
OG0004033	CBR10557	CNI13966	WBGene00020235
OG0004034	CBR10566	CNI13977	"WBGene00008059, WBGene00013570"
OG0004035	CBR10567	CNI13979	WBGene00004972
OG0004036	CBR10587	CNI14001	WBGene00010392
OG0004037	CBR10641	CNI14052	WBGene00006251
OG0004038	CBR10663	CNI14075	WBGene00017054
OG0004039	CBR10695	CNI14106	WBGene00020445
OG0004040	CBR10757	CNI14168	"WBGene00004046, WBGene00008976"
OG0004041	CBR10800	CNI14216	"WBGene00012795, WBGene00019254"
OG0004042	"CBR10802, CBR10805"	CNI14218	WBGene00045056
OG0004043	CBR10839	CNI14251	"WBGene00011484, WBGene00011961"
OG0004044	CBR10872	CNI14287	
OG0004045	CBR10885	CNI14298	"WBGene00001019, WBGene00001044"
OG0004046	CBR10928	CNI14339	WBGene00010232
OG0004047	CBR10949	CNI14361	WBGene00000702
OG0004048	CBR10958	CNI14370	WBGene00004892
OG0004049	CBR10993	CNI14411	WBGene00003633
OG0004050	CBR11023	CNI14447	WBGene00005015
OG0004051	CBR11039	CNI14467	WBGene00010890
OG0004052	CBR11090	CNI14518	WBGene00009211
OG0004053	CBR11099	CNI14528	WBGene00015698
OG0004054	CBR11112	CNI14542	"WBGene00007736, WBGene00011418"
OG0004055	CBR11113	CNI14543	"WBGene00011416, WBGene00011419"
OG0004056	CBR11125	CNI14557	"WBGene00007709, WBGene00019606"
OG0004057	CBR11133	CNI14566	WBGene00022073
OG0004058	CBR11145	CNI14584	WBGene00020831
OG0004059	CBR11181	CNI14619	"WBGene00044346, WBGene00045036"
OG0004060	CBR11209	CNI14649	WBGene00006699
OG0004061	CBR11213	CNI14653	WBGene00044240
OG0004062	CBR11214	CNI14654	WBGene00008152
OG0004063	CBR11215	CNI14655	WBGene00011762
OG0004064	CBR11217	CNI14659	WBGene00000975
OG0004065	CBR11221	CNI14663	WBGene00009132
OG0004066	CBR11250	CNI14693	WBGene00006916
OG0004067	CBR11288	CNI14729	WBGene00007875
OG0004068	CBR11303	CNI14744	"WBGene00008625, WBGene00009896, WBGene00021780"
OG0004069	CBR11449	"CNI14909, CNI14910"	WBGene00019718
OG0004070	CBR11453	"CNI14914, CNI14916"	WBGene00003421
OG0004071	CBR11464	CNI14926	WBGene00005662
OG0004072	CBR11465	CNI14927	WBGene00019821
OG0004073	CBR11476	CNI14938	WBGene00021395
OG0004074	CBR11477	CNI14939	WBGene00006561
OG0004075	CBR11485	CNI14947	WBGene00000897
OG0004076	CBR11492	CNI14953	"WBGene00001492, WBGene00021406"
OG0004077	CBR11515	"CNI14979, CNI14988"	WBGene00021012
OG0004078	CBR11526	CNI14997	"WBGene00019662, WBGene00019663"
OG0004079	CBR11527	CNI14998	"WBGene00017543, WBGene00017544"
OG0004080	CBR11528	CNI14999	"WBGene00006139, WBGene00006140"
OG0004081	CBR11540	CNI15013	WBGene00019504
OG0004082	CBR11541	CNI15014	WBGene00000923
OG0004083	CBR11543	CNI15016	WBGene00019509
OG0004084	CBR11566	CNI15039	WBGene00015047
OG0004085	CBR11577	CNI15051	"WBGene00018358, WBGene00235134"
OG0004086	CBR11587	CNI15063	"WBGene00017630, WBGene00022110"
